,s
47258,ub1bL67852C1
47259,obo:VT_0001927
47260,ub1bL72860C125
47261,obo:VT_0004918
47262,ub1bL14995C1
47263,obo:VT_0002918
47264,obo:VT_0010372
47265,ub1bL59101C1
47266,obo:RO_0001025
47267,ub1bL8700C1
47268,obo:VT_0001502
47269,ub1bL7412C34
47270,obo:VT_0003253
47271,ub1bL17742C1
47272,ub1bL74743C136
47273,ub1bL8336C1
47274,ub1bL25553C1
47275,ub1bL33830C1
47276,ub1bL48948C1
47277,obo:VT_0004295
47278,ub1bL14266C1
47279,obo:VT_0010491
47280,obo:VT_0010393
47281,ub1bL26453C1
47282,ub1bL9868C1
47283,obo:VT_0000121
47284,ub1bL16477C1
47285,ub1bL9037C1
47286,ub1bL41576C1
47287,obo:VT_0010237
47288,prov:influenced
47289,ub1bL18521C1
47290,obo:VT_0003179
47291,obo:VT_0005629
47292,time:inXSDDate
47293,ub1bL63521C1
47294,ub1bL33740C1
47295,obo:VT_0008123
47296,ub1bL27000C1
47297,ub1bL42036C1
47298,ub1bL69771C57
47299,ub1bL47305C1
47300,prov:component
47301,obo:VT_0010076
47302,ub1bL9642C1
47303,ub1bL66786C1
47304,obo:VT_0002644
47305,obo:VT_0000203
47306,ub1bL38480C1
47307,ub1bL64814C1
47308,obo:VT_0003257
47309,obo:VT_0003859
47310,obo:VT_0004321
47311,ub1bL62621C1
47312,obo:VT_0100015
47313,obo:VT_0010046
47314,ub1bL28073C1
47315,prov:wasQuotedFrom
47316,ub1bL54917C1
47317,obo:VT_0001007
47318,obo:VT_0010353
47319,obo:VT_0000812
47320,obo:CDAO_0000186
47321,http://www.opengis.net/ont/gml#PolyhedralSurface
47322,ub1bL23864C1
47323,ub1bL6580C34
47324,time:timeZone
47325,ub1bL37041C1
47326,ub1bL67785C1
47327,f48546849c0734cc2bfcb392b68f347bdb290
47328,Countries:Azerbaijan
47329,ub1bL8678C1
47330,obo:VT_0002342
47331,obo:VT_0005034
47332,obo:VT_0002182
47333,obo:VT_0005248
47334,ub1bL40901C1
47335,ub1bL27655C1
47336,obo:VT_0006282
47337,ub1bL16021C1
47338,obo:VT_0010008
47339,ub1bL43022C1
47340,obo:VT_0002280
47341,obo:CDAO_0000012
47342,obo:VT_0002817
47343,ub1bL35408C1
47344,ub1bL16529C1
47345,f48546849c0734cc2bfcb392b68f347bdb62
47346,ub1bL38614C1
47347,ub1bL62914C1
47348,ub1bL54653C1
47349,obo:VT_0001724
47350,ub1bL14808C1
47351,http://www.opengis.net/ont/geosparql#sfWithin
47352,obo:CDAO_0000172
47353,obo:VT_0000786
47354,ub1bL37818C1
47355,obo:VT_0010227
47356,ub1bL65458C1
47357,obo:VT_1000737
47358,ub1bL14690C1
47359,obo:VT_0000131
47360,obo:VT_0001938
47361,obo:VT_0007016
47362,obo:VT_0002878
47363,ub1bL33033C1
47364,ub1bL37488C1
47365,obo:VT_0010309
47366,ub1bL44639C1
47367,obo:VT_0010371
47368,obo:VT_0001790
47369,ub1bL34471C1
47370,http://purl.obolibrary.org/obo/sibo#adjacent_to
47371,ub1bL67515C1
47372,untitled-ontology-65:OWLClass_aa5da014_3c83_454b_8c46_e55bb038449c
47373,obo:VT_0004323
47374,obo:VT_0003328
47375,oboInOwl:RGDformat-version
47376,time:second
47377,f48546849c0734cc2bfcb392b68f347bdb435
47378,ub1bL35662C1
47379,obo:VT_0008080
47380,Countries:Syria
47381,ub1bL49204C1
47382,obo:VT_0000468
47383,obo:CDAO_0000013
47384,obo:VT_0005308
47385,untitled-ontology-65:OWLDataProperty_c74621bf_ed1c_498d_aea8_afb6895737ed
47386,obo:VT_0003652
47387,ub1bL37094C1
47388,ub1bL44606C1
47389,obo:VT_0000202
47390,obo:VT_0000462
47391,obo:VT_0001553
47392,obo:VT_0001985
47393,obo:VT_0010380
47394,ub1bL15645C1
47395,ub1bL45586C1
47396,obo:VT_0000427
47397,obo:VT_0010065
47398,time:TemporalDuration
47399,ub1bL54237C1
47400,ub1bL19185C1
47401,ub1bL49750C1
47402,ub1bL19994C1
47403,ub1bL46235C1
47404,ub1bL52554C1
47405,ub1bL21669C1
47406,ub1bL60651C1
47407,obo:VT_0100015
47408,obo:VT_0015038
47409,ub1bL15652C1
47410,ub1bL61333C1
47411,obo:VT_0010255
47412,ub1bL25827C1
47413,obo:VT_0000155
47414,ub1bL74380C153
47415,ub1bL63845C1
47416,ub1bL48637C1
47417,ub1bL59242C1
47418,ub1bL68271C1
47419,ub1bL38646C1
47420,ub1bL14619C1
47421,ub1bL36620C1
47422,ub1bL21341C1
47423,obo:VT_0002433
47424,obo:VT_0002445
47425,obo:VT_0006061
47426,ub1bL19084C1
47427,untitled-ontology-65:OWLClass_38be32b0_7c43_4fc0_ae9a_507ec0bc0827
47428,ub1bL58859C1
47429,obo:VT_1000241
47430,obo:VT_0000151
47431,ub1bL46477C1
47432,obo:CDAO_0000156
47433,obo:VT_0010425
47434,ub1bL26703C1
47435,ub1bL32177C1
47436,ub1bL67927C1
47437,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#Overcast
47438,obo:VT_0004335
47439,obo:VT_0100005
47440,obo:VT_0006004
47441,Countries:FalklandIslands
47442,obo:VT_0008897
47443,ub1bL14375C1
47444,obo:VT_0010023
47445,ub1bL72817C121
47446,obo:VT_0005581
47447,skos:altLabel
47448,obo:VT_0010132
47449,ub1bL67927C1
47450,obo:VT_0003133
47451,obo:NCBITaxon_3398
47452,ub1bL69781C52
47453,ub1bL74834C138
47454,ub1bL3928C1
47455,obo:VT_0000471
47456,obo:VT_0001101
47457,obo:VT_0003074
47458,ub1bL6301C1
47459,time:intervalFinishes
47460,ub1bL58484C1
47461,ub1bL11042C1
47462,obo:VT_0002648
47463,obo:VT_0003498
47464,obo:VT_0010433
47465,ub1bL46848C1
47466,obo:VT_0001003
47467,http://www.opengis.net/ont/geosparql#rcc8dc
47468,obo:VT_0005337
47469,obo:VT_0015029
47470,obo:VT_0001440
47471,obo:VT_0010457
47472,obo:VT_0005361
47473,http://www.opengis.net/gml/exterior
47474,obo:VT_0015103
47475,ub1bL25798C1
47476,time:intervalIn
47477,obo:VT_0008095
47478,prov:influencer
47479,ub1bL24744C1
47480,ub1bL39086C1
47481,obo:VT_0003949
47482,obo:VT_0008463
47483,obo:VT_0010504
47484,obo:VT_0002436
47485,ub1bL73360C196
47486,ub1bL36285C1
47487,obo:VT_0000865
47488,obo:VT_0005105
47489,obo:VT_0000469
47490,ub1bL24804C1
47491,ub1bL12500C1
47492,ub1bL56746C1
47493,obo:VT_0008668
47494,ub1bL74700C131
47495,ub1bL16801C1
47496,ub1bL73444C195
47497,ub1bL75144C144
47498,f48546849c0734cc2bfcb392b68f347bdb503
47499,ub1bL15352C1
47500,ub1bL7768C1
47501,ub1bL30862C1
47502,ub1bL68177C1
47503,ub1bL61061C1
47504,ub1bL56998C1
47505,ub1bL43096C1
47506,obo:VT_0005253
47507,obo:VT_1000220
47508,obo:VT_0010420
47509,ub1bL47342C1
47510,ub1bL50072C1
47511,time:intervalMeets
47512,prov:Influence
47513,f48546849c0734cc2bfcb392b68f347bdb365
47514,ub1bL36763C1
47515,obo:VT_0006007
47516,obo:VT_0006282
47517,ub1bL29540C1
47518,untitled-ontology-65:OWLClass_46095ad0_c7ea_4690_9f4a_a9a82ce80bf1
47519,ub1bL34940C1
47520,Countries:PuertoRico
47521,obo:VT_0010264
47522,ub1bL50656C1
47523,obo:VT_0003684
47524,prov:qualifiedCommunication
47525,obo:VT_1000521
47526,obo:VT_0008756
47527,ub1bL7942C1
47528,f48546849c0734cc2bfcb392b68f347bdb272
47529,obo:VT_0015005
47530,ub1bL38020C1
47531,ub1bL19011C1
47532,obo:VT_0002824
47533,obo:VT_0000820
47534,obo:VT_0005000
47535,ub1bL68637C1
47536,obo:VT_0000492
47537,obo:VT_0004214
47538,ub1bL50358C1
47539,ub1bL40710C1
47540,obo:VT_0000285
47541,ub1bL14452C1
47542,ub1bL68859C1
47543,ub1bL3890C1
47544,obo:VT_0010105
47545,ub1bL63098C1
47546,obo:VT_0002067
47547,obo:VT_0008351
47548,po:CL
47549,obo:VT_0002416
47550,Countries:Japan
47551,obo:VT_0000042
47552,obo:VT_0000116
47553,ub1bL46309C1
47554,ub1bL56633C1
47555,f48546849c0734cc2bfcb392b68f347bdb475
47556,obo:VT_0010201
47557,obo:VT_0000132
47558,ub1bL63883C1
47559,obo:VT_0002893
47560,obo:VT_0001835
47561,obo:VT_0001884
47562,obo:VT_0010376
47563,obo:VT_0005006
47564,ub1bL34368C1
47565,http://www.opengis.net/ont/geosparql#coordinateDimension
47566,obo:VT_0003690
47567,obo:VT_0010113
47568,obo:SIBO_0000397
47569,ub1bL9253C1
47570,ub1bL68539C1
47571,ub1bL31137C1
47572,ub1bL44538C1
47573,obo:VT_0002181
47574,ub1bL13869C1
47575,f48546849c0734cc2bfcb392b68f347bdb442
47576,untitled-ontology-65:OWLClass_0db2a0f2_d507_42e2_80fa_c17aee940182
47577,obo:VT_0002263
47578,obo:VT_0004344
47579,ub1bL36376C1
47580,Countries:VirginIslandsUS
47581,obo:VT_0003879
47582,obo:VT_1000289
47583,untitled-ontology-65:OWLClass_0db2a0f2_d507_42e2_80fa_c17aee940182
47584,obo:VT_0000269
47585,obo:VT_0002249
47586,obo:VT_0000854
47587,obo:VT_0010379
47588,obo:VT_0001290
47589,ub1bL74830C138
47590,obo:VT_0000198
47591,prov:wasGeneratedBy
47592,ub1bL37660C1
47593,obo:VT_0000079
47594,obo:VT_0006063
47595,ub1bL18068C1
47596,obo:VT_0002759
47597,obo:VT_0004243
47598,ub1bL36654C1
47599,obo:VT_0010399
47600,untitled-ontology-65:OWLObjectProperty_95d6b5ef_ca47_49f7_81e0_09a16ef6b832
47601,obo:VT_0010465
47602,ub1bL64452C1
47603,obo:VT_0004326
47604,prov:ActivityInfluence
47605,ub1bL13658C1
47606,obo:SIBO_0000466
47607,prov:End
47608,ub1bL31010C1
47609,obo:VT_0008698
47610,ub1bL72154C34
47611,obo:VT_0001345
47612,ub1bL6259C1
47613,ub1bL32287C1
47614,Countries:Mauritania
47615,obo:VT_0002273
47616,f48546849c0734cc2bfcb392b68f347bdb148
47617,obo:VT_0002249
47618,obo:VT_0005337
47619,obo:VT_0010086
47620,ub1bL9037C1
47621,ub1bL52420C1
47622,obo:VT_0100024
47623,f48546849c0734cc2bfcb392b68f347bdb93
47624,dc:rights
47625,ub1bL36914C1
47626,obo:VT_0008208
47627,ub1bL25708C1
47628,obo:VT_0005229
47629,ub1bL55539C1
47630,ub1bL63246C1
47631,ub1bL31303C1
47632,ub1bL19848C1
47633,obo:VT_0001909
47634,http://www.opengis.net/ont/geosparql#hasGeometry
47635,obo:VT_0004078
47636,obo:VT_0005300
47637,ub1bL52529C1
47638,obo:VT_0003811
47639,ub1bL45602C1
47640,obo:VT_0004426
47641,obo:VT_0005099
47642,ub1bL16512C1
47643,ub1bL18125C1
47644,obo:VT_0010242
47645,ub1bL62639C1
47646,http://www.semanticweb.org/yawfrimpong/ontologies/2017/11/15/untitled-ontology-152
47647,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
47648,ub1bL73662C156
47649,ub1bL45602C1
47650,ub1bL24445C1
47651,prov:wasDerivedFrom
47652,obo:VT_0002753
47653,obo:VT_0010267
47654,obo:VT_0003166
47655,obo:VT_0010399
47656,ub1bL61585C1
47657,obo:VT_0000540
47658,ub1bL14356C1
47659,ub1bL65590C1
47660,Countries:Lebanon
47661,obo:VT_0010398
47662,ub1bL37591C1
47663,ub1bL63022C1
47664,obo:VT_0001835
47665,obo:VT_0000079
47666,obo:VT_0003582
47667,ub1bL74339C145
47668,obo:VT_0003585
47669,obo:VT_0015089
47670,ub1bL35527C1
47671,ub1bL13352C1
47672,ub1bL66334C1
47673,ub1bL30634C1
47674,ub1bL51137C1
47675,obo:VT_0010095
47676,obo:VT_0100033
47677,ub1bL24336C1
47678,obo:VT_0004302
47679,ub1bL21423C1
47680,ub1bL4472C1
47681,obo:CDAO_0000022
47682,obo:VT_0003799
47683,ub1bL45114C1
47684,obo:VT_0000780
47685,obo:VT_0010344
47686,obo:VT_0001064
47687,obo:VT_0010093
47688,ub1bL13594C1
47689,obo:VT_0000923
47690,obo:VT_0000028
47691,obo:VT_0002121
47692,obo:VT_0005353
47693,obo:VT_0010422
47694,obo:VT_0010311
47695,obo:VT_0010262
47696,ub1bL21325C1
47697,obo:VT_0000462
47698,obo:VT_0007000
47699,obo:VT_0003854
47700,ub1bL74743C136
47701,ub1bL16577C1
47702,prov:atLocation
47703,ub1bL46830C1
47704,obo:VT_1000526
47705,ub1bL75085C111
47706,obo:VT_0000109
47707,ub1bL47607C1
47708,ub1bL23391C1
47709,ub1bL72969C198
47710,ub1bL26670C1
47711,obo:VT_0010357
47712,obo:SIBO_0000054
47713,ub1bL17228C1
47714,ub1bL18437C1
47715,ub1bL19800C1
47716,obo:VT_0005424
47717,ub1bL30345C1
47718,ub1bL22327C1
47719,ub1bL59700C1
47720,ub1bL11161C1
47721,obo:VT_0002260
47722,obo:VT_0000822
47723,ub1bL40147C1
47724,ub1bL47240C1
47725,obo:VT_0008471
47726,ub1bL56268C1
47727,prov:Association
47728,obo:VT_0001146
47729,ub1bL45064C1
47730,obo:VT_0010266
47731,obo:VT_0005195
47732,obo:VT_0004193
47733,obo:VT_0002346
47734,http://www.opengis.net/ont/geosparql#rcc8tppi
47735,obo:VT_0003358
47736,ub1bL51172C1
47737,obo:VT_0007091
47738,ub1bL6294C1
47739,ub1bL64778C1
47740,ub1bL71667C68
47741,Countries:Tokelau
47742,ub1bL46830C1
47743,obo:VT_0008164
47744,obo:VT_0008077
47745,ub1bL58625C1
47746,ub1bL56678C1
47747,obo:VT_0004289
47748,obo:VT_0010507
47749,prov:hadActivity
47750,f48546849c0734cc2bfcb392b68f347bdb462
47751,ub1bL33269C1
47752,obo:VT_0015065
47753,obo:VT_0002118
47754,ub1bL33655C1
47755,ub1bL16952C1
47756,obo:VT_0005006
47757,ub1bL22874C1
47758,obo:VT_0000028
47759,f48546849c0734cc2bfcb392b68f347bdb320
47760,obo:VT_0005448
47761,Countries:HolySee
47762,obo:VT_0003096
47763,ub1bL36677C1
47764,obo:IAO_0000411
47765,obo:VT_0000038
47766,ub1bL8788C1
47767,dc:language
47768,obo:VT_0000638
47769,obo:VT_0010416
47770,obo:VT_0001064
47771,obo:VT_0000365
47772,obo:SIBO_0000303
47773,ub1bL57657C1
47774,obo:VT_0008758
47775,obo:VT_0001746
47776,ub1bL29205C1
47777,ub1bL14087C1
47778,obo:VT_0000878
47779,ub1bL64372C1
47780,obo:VT_1000747
47781,ub1bL45705C1
47782,obo:VT_0010399
47783,obo:VT_0005404
47784,obo:VT_0001087
47785,obo:VT_0000353
47786,ub1bL37936C1
47787,obo:VT_0008092
47788,obo:VT_0000860
47789,obo:VT_0003977
47790,obo:VT_0015077
47791,ub1bL68362C1
47792,obo:VT_0010449
47793,ub1bL47524C1
47794,obo:VT_1000637
47795,obo:VT_0006027
47796,obo:VT_0001011
47797,obo:VT_0003144
47798,ub1bL54327C1
47799,obo:VT_0002176
47800,obo:VT_0100016
47801,obo:VT_0008695
47802,obo:VT_0008766
47803,obo:VT_0008252
47804,ub1bL12858C1
47805,obo:CDAO_0000207
47806,ub1bL32559C1
47807,ub1bL30507C1
47808,obo:VT_0007000
47809,ub1bL73257C217
47810,f48546849c0734cc2bfcb392b68f347bdb54
47811,obo:SIBO_0000322
47812,ub1bL50382C1
47813,obo:VT_0005000
47814,ub1bL5140C92
47815,obo:VT_0008754
47816,http://www.opengis.net/ont/geosparql#sfContains
47817,obo:VT_0010102
47818,obo:VT_0003528
47819,obo:VT_0004238
47820,ub1bL51203C1
47821,ub1bL72051C49
47822,Countries:Niger
47823,time:inTimePosition
47824,ub1bL4406C1
47825,obo:VT_4000007
47826,obo:VT_0006084
47827,obo:VT_0001359
47828,obo:VT_0000223
47829,obo:VT_0015052
47830,ub1bL66079C1
47831,ub1bL38253C1
47832,obo:VT_0004941
47833,obo:VT_0010242
47834,ub1bL36677C1
47835,obo:VT_1000606
47836,obo:VT_0004432
47837,ub1bL45721C1
47838,ub1bL25634C1
47839,ub1bL20089C1
47840,http://www.opengis.net/ont/geosparql#ehOverlap
47841,ub1bL34352C1
47842,ub1bL16144C1
47843,obo:VT_0001765
47844,obo:SIBO_0000347
47845,obo:VT_0008120
47846,ub1bL42698C1
47847,obo:VT_0002716
47848,ub1bL14995C1
47849,obo:VT_0004103
47850,obo:VT_0001105
47851,ub1bL56016C1
47852,obo:VT_0010209
47853,ub1bL7750C1
47854,obo:VT_0010248
47855,obo:VT_0002424
47856,obo:VT_0004292
47857,obo:VT_0005535
47858,obo:VT_0010368
47859,obo:VT_0015103
47860,obo:VT_0001601
47861,obo:VT_0001304
47862,ub1bL69237C1
47863,http://www.opengis.net/ont/geosparql#coordinateDimension
47864,ub1bL14339C1
47865,obo:VT_0005099
47866,obo:VT_0005461
47867,ub1bL29484C1
47868,obo:VT_0000195
47869,obo:NCBITaxon_58024
47870,obo:SIBO_0000387
47871,obo:IAO_0000602
47872,ub1bL73767C144
47873,time:intervalContains
47874,ub1bL62064C1
47875,obo:VT_0005092
47876,obo:VT_0003670
47877,obo:VT_0008080
47878,ub1bL23998C1
47879,obo:VT_0003806
47880,obo:VT_0000467
47881,obo:VT_0002726
47882,http://www.w3.org/2003/01/geo/wgs84_pos#location
47883,ub1bL49245C1
47884,ub1bL54823C1
47885,obo:VT_0008680
47886,prov:Organization
47887,f48546849c0734cc2bfcb392b68f347bdb205
47888,:OWLClass_952e74bb_d0da_4529_8f87_141fe12fc89f
47889,ub1bL73526C174
47890,prov:hadPrimarySource
47891,obo:VT_0001250
47892,ub1bL66876C1
47893,ub1bL55116C1
47894,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within
47895,obo:VT_0004091
47896,ub1bL62639C1
47897,ub1bL50494C1
47898,obo:VT_1000685
47899,obo:VT_0010516
47900,skos:scopeNote
47901,ub1bL74571C160
47902,obo:VT_0003081
47903,ub1bL36763C1
47904,obo:VT_0010056
47905,obo:VT_0003359
47906,ub1bL40349C1
47907,obo:VT_0010029
47908,ub1bL65638C1
47909,skos:Collection
47910,obo:VT_1000206
47911,ub1bL43559C1
47912,ub1bL72080C49
47913,ub1bL61160C1
47914,obo:VT_0005065
47915,ub1bL49669C1
47916,ub1bL36914C1
47917,obo:VT_0006174
47918,obo:VT_0001008
47919,obo:VT_0000700
47920,obo:VT_0010255
47921,ub1bL49834C1
47922,obo:VT_0005105
47923,obo:VT_0000007
47924,obo:VT_0009627
47925,obo:VT_0015036
47926,ub1bL49049C1
47927,ub1bL15718C1
47928,ub1bL34215C1
47929,http://www.opengis.net/ont/geosparql#sfDisjoint
47930,obo:VT_0003118
47931,obo:VT_0003794
47932,obo:VT_0002649
47933,Countries:CapeVerde
47934,ub1bL16284C1
47935,obo:VT_0010242
47936,obo:VT_0005675
47937,obo:VT_1000739
47938,ub1bL72782C123
47939,obo:VT_0002820
47940,ub1bL10994C1
47941,obo:VT_0002208
47942,obo:VT_0004393
47943,ub1bL29289C1
47944,obo:VT_0000004
47945,obo:VT_0004080
47946,obo:VT_0005537
47947,obo:VT_0008351
47948,ub1bL34436C1
47949,obo:VT_0004344
47950,obo:VT_0000552
47951,obo:VT_0003729
47952,obo:VT_0006097
47953,ub1bL58107C1
47954,ub1bL66242C1
47955,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#reportsWeatherObservation
47956,http://www.opengis.net/ont/geosparql#rcc8po
47957,obo:VT_0003471
47958,time:intervalStarts
47959,obo:VT_0010299
47960,ub1bL62412C1
47961,obo:VT_0000801
47962,ub1bL65404C1
47963,obo:VT_0001661
47964,ub1bL51748C1
47965,obo:VT_0003880
47966,obo:VT_0008349
47967,f48546849c0734cc2bfcb392b68f347bdb502
47968,obo:VT_0004308
47969,ub1bL37437C1
47970,obo:VT_0001158
47971,ub1bL11973C1
47972,obo:VT_0000496
47973,ub1bL18556C1
47974,:FoundOn
47975,obo:VT_0015105
47976,ub1bL33016C1
47977,obo:VT_0002432
47978,ub1bL17889C1
47979,ub1bL41849C1
47980,obo:VT_0006084
47981,ub1bL64261C1
47982,ub1bL20603C1
47983,ub1bL58740C1
47984,obo:VT_0002761
47985,ub1bL18744C1
47986,obo:VT_0002258
47987,skos:member
47988,obo:VT_0006113
47989,ub1bL17707C1
47990,obo:IAO_0000601
47991,obo:VT_0003632
47992,ub1bL16545C1
47993,ub1bL12946C1
47994,obo:VT_0008043
47995,obo:VT_0000778
47996,obo:VT_0003815
47997,http://www.opengis.net/ont/gml#AbstractCurveSegment
47998,ub1bL73509C216
47999,ub1bL9717C1
48000,ub1bL12892C1
48001,ub1bL35135C1
48002,obo:VT_0005493
48003,obo:VT_0007052
48004,obo:VT_0001087
48005,ub1bL9503C1
48006,ub1bL16778C1
48007,obo:VT_0003471
48008,obo:VT_0010314
48009,ub1bL74224C147
48010,Countries:CongoDemocraticRepublic
48011,obo:VT_0010217
48012,obo:VT_0004303
48013,obo:VT_0005329
48014,ub1bL11058C1
48015,obo:VT_0003245
48016,obo:VT_0004080
48017,ub1bL60651C1
48018,ub1bL18371C1
48019,ub1bL34687C1
48020,obo:VT_0010352
48021,f48546849c0734cc2bfcb392b68f347bdb139
48022,obo:VT_0010189
48023,ub1bL74103C163
48024,ub1bL11863C1
48025,ub1bL34402C1
48026,ub1bL45187C1
48027,obo:VT_0010271
48028,ub1bL56107C1
48029,Countries:Kyrgyzstan
48030,untitled-ontology-65:OWLClass_9a2470ed_6039_4663_a7eb_7acabc5cdb20
48031,ub1bL12235C1
48032,obo:VT_0005183
48033,ub1bL26042C1
48034,obo:VT_0100003
48035,prov:Delegation
48036,http://www.opengis.net/ont/geosparql#isEmpty
48037,obo:VT_0010458
48038,obo:VT_0003361
48039,obo:VT_0008211
48040,ub1bL73545C153
48041,ub1bL36857C1
48042,ub1bL40877C1
48043,ub1bL26768C1
48044,obo:VT_0001740
48045,ub1bL57073C1
48046,terms:hasVersion
48047,obo:VT_0002903
48048,ub1bL65734C1
48049,ub1bL13727C1
48050,ub1bL21527C1
48051,ub1bL18016C1
48052,obo:VT_0008397
48053,untitled-ontology-65:OWLObjectProperty_c4376b45_8019_4974_829a_5808025e545f
48054,Countries:Macedonia
48055,time:unitMonth
48056,obo:VT_0002114
48057,obo:VT_0003511
48058,obo:VT_0004252
48059,ub1bL50830C1
48060,ub1bL59387C1
48061,ub1bL11026C1
48062,obo:CDAO_0000176
48063,ub1bL35527C1
48064,ub1bL44995C1
48065,obo:VT_0008473
48066,ub1bL50382C1
48067,obo:VT_0010261
48068,obo:VT_0010516
48069,http://www.opengis.net/ont/geosparql#ehCovers
48070,obo:VT_0003289
48071,ub1bL19118C1
48072,obo:VT_0005004
48073,ub1bL47957C1
48074,ub1bL51443C1
48075,obo:VT_0000483
48076,ub1bL54327C1
48077,obo:VT_4000012
48078,ub1bL14005C1
48079,ub1bL17478C1
48080,ub1bL10216C1
48081,ub1bL53182C1
48082,obo:VT_0010082
48083,ub1bL42763C1
48084,ub1bL38020C1
48085,obo:VT_0003890
48086,obo:VT_0003800
48087,obo:VT_0001092
48088,obo:VT_0002625
48089,obo:VT_0002650
48090,obo:VT_0002109
48091,ub1bL7905C1
48092,ub1bL6376C1
48093,ub1bL12385C1
48094,ub1bL72356C40
48095,ub1bL8999C1
48096,ub1bL73503C153
48097,obo:VT_0010410
48098,ub1bL67785C1
48099,obo:VT_0002779
48100,ub1bL58212C1
48101,ub1bL46031C1
48102,obo:VT_0004091
48103,obo:VT_0001684
48104,obo:VT_0005104
48105,obo:VT_0004431
48106,ub1bL14468C1
48107,ub1bL30901C1
48108,obo:VT_0000496
48109,ub1bL53024C1
48110,obo:VT_0010001
48111,ub1bL62394C1
48112,obo:VT_1000072
48113,http://www.opengis.net/ont/sf#TIN
48114,untitled-ontology-65:OWLClass_880ae749_45b7_4ea4_9aca_c26146f545f4
48115,obo:VT_0004944
48116,ub1bL42819C1
48117,ub1bL49551C1
48118,ub1bL16437C1
48119,obo:VT_0002422
48120,obo:VT_0003160
48121,ub1bL54539C1
48122,obo:NCBITaxon_35493
48123,obo:VT_0003014
48124,obo:VT_0015042
48125,obo:VT_0000715
48126,ub1bL49769C1
48127,ub1bL31739C1
48128,ub1bL56633C1
48129,ub1bL61628C1
48130,obo:VT_0010042
48131,ub1bL36161C1
48132,obo:VT_0100000
48133,f48546849c0734cc2bfcb392b68f347bdb486
48134,http://www.opengis.net/ont/geosparql#isSimple
48135,ub1bL36584C1
48136,obo:VT_0010474
48137,obo:VT_0010234
48138,obo:VT_1000702
48139,obo:VT_0002432
48140,Countries:Venezuela
48141,ub1bL64305C1
48142,ub1bL42698C1
48143,untitled-ontology-65:OWLObjectProperty_bfd893e3_f6ac_4f8d_a7b6_45792957f1d3
48144,oboInOwl:hasRelatedSynonym
48145,ub1bL28419C1
48146,obo:SIBO_0000532
48147,ub1bL8298C1
48148,obo:VT_0000444
48149,obo:VT_0000807
48150,ub1bL48582C1
48151,obo:VT_0002423
48152,obo:VT_0002436
48153,ub1bL29871C1
48154,ub1bL34471C1
48155,ub1bL42583C1
48156,ub1bL46604C1
48157,ub1bL37366C1
48158,Countries:countryCodeUNNumeric3
48159,obo:VT_0002790
48160,obo:VT_0004919
48161,ub1bL68009C1
48162,obo:VT_0000012
48163,Countries:Panama
48164,ub1bL27593C1
48165,Countries:Gabon
48166,obo:VT_0005206
